id_book,id_user,user_gender,user_age,rating,date
6,1715,1,39,6,2016-12-13
2,9169,1,34,7,2015-06-21
4,4924,1,31,9,2013-06-01
1,2050,1,34,9,2019-12-26
9,8735,1,41,5,2017-08-06
1,8003,0,34,7,2020-04-24
1,1209,0,31,6,2013-06-01
1,9124,1,33,8,2020-03-24
6,2971,0,32,7,2022-10-12
4,4279,0,40,7,2018-08-01
3,6338,0,43,7,2022-05-26
2,5584,1,32,8,2015-12-03
5,911,0,33,7,2017-07-13
7,5163,1,29,7,2017-07-08
8,318,1,41,8,2023-01-22
9,6706,1,31,7,2016-03-18
4,6133,0,24,7,2020-06-27
7,4097,0,40,8,2016-07-15
8,5842,0,29,6,2013-10-29
3,5129,0,35,8,2018-06-12
0,3071,1,30,5,2018-10-11
8,7948,0,26,6,2016-05-02
6,7617,1,30,7,2018-12-27
6,7511,0,36,7,2020-11-30
0,6015,0,29,6,2016-10-16
4,490,0,30,8,2015-10-20
1,3299,1,32,9,2019-06-06
5,2860,0,30,4,2019-01-20
4,4565,0,30,7,2017-06-30
9,7555,1,31,7,2014-12-24
9,8982,1,40,6,2015-05-15
9,7342,0,37,7,2016-02-14
2,5074,0,30,8,2020-06-15
4,7618,0,33,7,2014-04-18
7,4144,0,26,7,2016-09-29
4,7235,0,29,6,2020-04-18
8,5641,0,33,6,2014-06-12
8,7517,0,32,7,2017-12-18
9,4736,0,36,8,2014-10-13
1,7258,0,33,7,2015-09-22
8,4860,1,22,8,2015-03-24
3,6845,1,36,6,2016-12-24
9,8857,0,38,5,2022-01-13
2,1460,0,33,8,2016-03-25
0,4829,0,33,8,2022-01-02
0,8327,0,28,8,2013-07-16
1,2901,0,40,9,2016-09-12
1,6740,0,33,4,2017-11-22
0,2450,1,33,9,2020-12-15
4,3160,1,29,7,2022-08-11
5,3671,0,33,8,2014-09-24
9,4953,1,31,8,2013-01-29
5,4800,1,30,7,2014-11-30
5,8400,0,38,4,2017-10-05
6,646,1,26,6,2018-01-11
4,10326,0,34,5,2020-01-06
2,266,0,31,7,2019-07-21
3,6272,1,27,8,2017-08-15
3,3774,0,30,6,2019-06-12
1,2189,0,33,6,2015-07-16
8,7968,1,34,7,2018-01-27
3,2535,0,41,6,2021-06-29
6,236,0,39,7,2013-01-05
2,6358,1,28,5,2014-10-08
2,3171,1,31,7,2014-02-09
5,8133,1,30,6,2015-04-22
6,2506,0,37,6,2018-12-24
8,831,1,30,8,2014-02-25
6,7245,0,25,6,2022-05-16
0,579,0,27,7,2021-01-12
7,6749,0,29,6,2021-08-25
2,9234,1,29,7,2014-07-22
2,9182,0,35,8,2014-09-02
2,10267,1,29,4,2013-08-09
8,9090,0,33,8,2018-10-01
4,7678,1,32,8,2015-11-27
7,6205,1,38,8,2017-03-01
1,9593,0,29,9,2023-01-09
2,8076,1,31,5,2018-09-24
7,56,1,24,5,2018-06-28
9,8557,1,31,8,2016-05-07
4,6184,1,29,6,2019-06-02
6,1009,1,31,4,2016-10-02
6,365,1,32,9,2013-03-07
4,8948,1,35,6,2013-10-19
8,7488,0,30,6,2019-06-28
9,2793,0,29,8,2020-12-22
1,1328,0,33,8,2020-04-20
7,8233,0,34,7,2013-06-28
4,5498,1,39,9,2020-09-04
2,8936,0,27,8,2017-10-16
6,8299,0,39,6,2022-11-07
8,1954,1,34,4,2014-10-03
4,5810,1,32,8,2020-06-11
1,9984,0,34,4,2017-10-30
4,5439,0,40,6,2013-04-11
0,18,1,36,5,2016-10-01
3,764,0,32,6,2017-04-17
7,4645,0,29,5,2016-01-02
1,2779,0,30,6,2016-05-15
4,5044,1,24,9,2022-07-24
2,8623,0,27,6,2018-09-07
8,7972,1,26,8,2022-03-16
6,5437,1,34,9,2022-01-03
3,6811,0,32,9,2021-11-07
0,5091,0,31,7,2015-11-13
0,2280,1,36,7,2015-06-30
7,419,1,31,10,2019-10-02
6,7805,1,34,7,2022-10-12
2,8962,0,28,6,2018-05-26
2,8551,0,37,5,2016-08-03
3,4252,1,27,5,2017-04-17
2,8650,0,23,6,2015-10-06
6,5119,0,34,5,2013-10-19
9,9170,0,23,7,2015-02-03
7,8715,0,35,9,2022-03-29
5,900,0,25,7,2020-08-24
7,4851,1,31,8,2013-07-16
7,9857,0,35,8,2017-06-20
4,5526,1,39,6,2015-01-06
5,3587,1,33,8,2018-11-18
7,10357,1,37,7,2016-01-14
1,8336,1,32,7,2016-10-25
7,8445,1,33,5,2017-09-16
8,8642,0,39,5,2016-08-25
4,657,1,27,9,2017-09-13
1,846,0,34,7,2018-08-07
8,6408,0,22,8,2014-11-24
4,3338,0,38,6,2022-04-18
7,745,0,34,6,2021-11-04
2,3084,1,31,7,2013-11-30
0,1536,0,31,5,2016-06-09
5,8984,1,32,8,2019-06-25
3,3384,0,26,9,2020-11-08
9,3434,0,31,6,2018-11-25
7,9641,0,28,8,2020-11-11
7,5192,1,38,5,2015-07-07
3,1618,1,33,6,2016-08-21
6,8220,1,27,7,2017-07-28
3,2789,0,35,9,2018-01-19
0,4789,1,39,5,2015-03-09
9,390,1,34,7,2018-07-18
3,9736,1,32,6,2020-12-22
9,8972,0,22,9,2018-12-17
7,7135,1,35,6,2013-05-08
0,10111,0,40,8,2018-11-06
6,8423,0,28,7,2020-04-03
3,4039,1,30,8,2021-12-18
9,9822,0,30,6,2018-07-24
2,975,0,32,6,2021-03-16
7,8613,0,27,7,2020-07-10
1,6634,0,39,5,2019-02-20
7,6915,1,37,4,2022-09-23
8,5422,1,30,6,2014-09-23
2,7632,0,26,6,2019-06-18
9,3956,0,33,9,2015-03-31
7,2552,1,28,6,2018-07-17
1,4414,0,33,6,2013-11-29
8,10071,0,27,6,2022-12-04
9,8135,0,22,7,2022-03-29
6,372,0,33,7,2015-12-22
5,414,0,32,8,2013-07-01
6,1640,1,31,6,2014-05-12
9,3576,0,35,6,2023-03-30
7,3493,1,34,8,2017-09-23
8,935,1,31,7,2015-01-24
6,4896,1,28,8,2018-12-04
5,266,0,33,6,2017-01-21
5,6409,0,32,7,2014-10-06
6,6544,0,28,6,2021-04-29
9,1230,1,33,7,2020-10-05
6,8246,1,39,6,2018-03-03
6,2500,0,32,4,2019-11-25
9,7304,0,36,6,2013-02-07
7,6488,0,35,6,2014-11-23
4,5000,1,39,6,2023-01-31
9,307,1,26,6,2021-09-17
9,7540,1,30,7,2013-05-29
3,8543,0,29,6,2017-07-05
8,9466,0,27,6,2018-03-02
6,2568,0,36,9,2015-09-18
1,6123,1,31,8,2016-04-30
4,3601,0,35,8,2013-01-21
8,5983,1,29,8,2013-09-13
9,2875,1,34,6,2018-01-05
6,2611,1,36,9,2020-10-28
9,8101,0,31,6,2014-11-02
8,2425,0,34,7,2017-12-11
0,5992,1,30,8,2015-01-24
6,9396,1,39,7,2013-12-14
1,2240,0,38,4,2018-03-08
5,7830,1,30,8,2019-06-10
0,8563,1,38,8,2014-02-01
2,34,1,33,6,2018-04-16
0,4470,0,28,4,2016-01-15
0,7048,0,40,8,2013-10-21
8,9521,1,25,9,2021-07-15
4,7043,1,30,6,2017-12-24
9,3875,1,34,9,2015-07-25
3,8450,0,32,9,2013-12-23
6,661,0,30,7,2016-09-02
4,8660,1,20,7,2018-04-18
5,4957,0,26,5,2018-10-15
0,8175,0,31,7,2022-12-18
8,4323,0,30,7,2022-04-20
9,2558,1,34,7,2016-05-16
4,964,1,28,7,2019-01-09
2,8296,0,32,6,2022-07-09
0,6820,1,34,6,2014-01-04
2,2464,1,26,9,2017-08-20
6,1039,0,33,4,2019-02-21
3,8125,0,35,9,2013-11-06
0,9033,0,35,8,2023-03-05
8,7866,1,38,7,2021-04-26
6,1989,1,28,8,2021-09-26
3,7001,0,30,3,2021-02-27
7,6061,1,29,6,2016-04-15
6,10069,0,28,7,2023-02-16
9,3507,1,30,6,2021-01-22
5,7359,1,34,7,2014-06-06
8,9151,1,36,6,2015-02-11
1,3365,0,34,7,2019-12-03
5,2852,0,27,7,2021-12-29
9,4690,1,27,5,2016-11-12
4,1667,0,41,5,2018-08-16
1,3656,1,41,4,2018-07-25
3,9549,1,37,8,2017-12-24
9,9363,0,29,7,2023-02-21
9,9080,1,25,8,2016-04-23
0,159,0,33,6,2014-06-18
2,3716,1,36,8,2014-04-23
5,5453,0,33,6,2021-06-02
9,9162,1,34,5,2017-12-03
4,2931,1,28,8,2018-09-01
6,970,0,35,8,2013-12-20
1,9805,0,35,10,2013-05-06
1,3004,0,30,7,2017-06-09
7,9412,0,29,7,2015-12-13
3,10226,0,31,6,2022-07-27
8,5924,1,33,9,2020-08-23
6,6770,0,32,5,2017-04-13
4,2714,0,25,8,2022-03-26
1,10089,1,36,7,2014-09-04
7,8245,0,33,7,2016-10-05
1,9318,1,26,5,2015-08-13
8,9140,0,31,8,2016-01-12
3,1002,0,37,8,2021-06-11
0,4343,0,31,7,2015-01-16
9,9094,0,35,7,2016-09-13
5,5888,1,43,7,2017-03-04
0,8896,1,34,7,2017-05-25
4,9423,1,32,4,2021-09-30
7,10198,0,28,8,2021-08-30
4,6114,0,31,9,2014-09-14
3,6891,0,32,8,2014-08-07
9,8094,1,30,8,2021-12-17
2,3800,0,24,8,2022-11-09
6,9955,0,41,7,2018-01-11
8,1415,1,31,9,2021-05-16
2,7752,1,33,5,2020-12-04
5,3632,0,27,7,2021-06-12
5,643,1,33,7,2014-12-31
5,8947,1,39,6,2022-11-02
5,7501,0,26,4,2015-08-13
3,9412,0,28,10,2021-02-05
9,7120,0,30,6,2018-12-12
0,3109,1,35,10,2018-07-14
3,3658,0,26,9,2017-02-24
7,8254,1,37,8,2020-09-24
7,275,0,27,4,2018-10-24
5,5264,0,33,6,2018-12-31
3,1158,0,28,6,2013-09-06
9,6323,1,37,5,2019-02-23
6,691,1,25,9,2021-03-07
0,5238,0,30,7,2014-08-03
5,2880,1,27,10,2019-04-14
4,2940,0,34,7,2016-07-25
0,8658,1,28,7,2017-03-13
0,4892,1,30,5,2020-01-07
9,7370,1,36,8,2022-12-09
8,4093,1,32,6,2015-11-04
2,233,1,39,7,2017-06-30
5,2505,1,36,7,2013-10-13
0,8873,0,31,8,2019-04-08
1,5522,0,34,5,2016-11-30
3,8601,1,45,8,2017-11-18
7,2701,0,33,9,2018-05-26
2,2896,0,31,8,2017-09-13
0,9886,0,31,8,2021-01-18
1,9804,1,35,7,2014-10-02
9,674,0,31,7,2020-08-09
7,1752,1,34,6,2023-01-16
5,4468,0,23,9,2015-05-08
5,2457,0,39,8,2013-11-01
0,8177,1,36,7,2014-06-13
2,4816,0,35,8,2016-11-13
4,9974,1,33,8,2018-01-15
4,1109,0,33,7,2014-02-18
9,10109,1,33,7,2018-02-27
4,7129,1,37,8,2014-07-29
4,6888,1,31,7,2016-05-20
8,9240,1,38,6,2018-03-25
2,4355,1,29,6,2021-05-31
1,493,0,26,7,2018-05-22
9,2069,0,34,7,2023-01-07
0,784,1,31,8,2022-09-21
8,5346,0,32,9,2014-01-05
9,3974,0,29,6,2018-08-17
8,8887,0,41,7,2015-09-15
7,340,0,31,8,2019-08-16
6,9480,1,28,6,2022-07-13
4,4546,1,38,8,2014-01-30
3,5471,0,32,8,2016-06-22
0,827,0,36,9,2022-08-22
7,5145,1,29,5,2016-09-25
0,9978,1,35,6,2021-01-07
6,10306,0,26,9,2019-03-11
1,8645,1,32,7,2018-04-12
2,8272,0,33,9,2016-05-26
9,3013,1,27,5,2019-08-23
1,4652,1,26,8,2014-04-26
2,4312,1,32,7,2022-03-23
3,2776,0,32,7,2021-07-22
0,700,0,33,7,2017-12-20
2,2201,0,38,10,2013-12-18
7,7377,1,34,8,2017-05-11
8,516,1,32,6,2018-05-13
1,2885,0,33,10,2019-12-22
9,1298,1,30,5,2018-09-15
2,9611,1,36,8,2014-11-03
7,162,0,37,8,2020-12-19
2,2403,1,27,7,2021-08-03
6,1878,0,34,7,2015-02-04
6,2993,0,35,6,2013-11-27
5,7645,1,31,8,2021-05-02
8,4886,0,26,6,2013-06-14
8,5913,0,27,8,2020-09-19
8,6808,0,26,6,2020-06-14
7,3307,1,29,7,2021-10-11
6,6310,0,26,5,2017-03-20
5,3462,1,30,8,2016-01-22
4,4424,1,38,8,2017-04-14
5,9657,0,35,8,2022-08-08
9,5309,1,37,5,2021-12-05
9,558,0,38,3,2015-01-01
2,4835,1,34,5,2021-05-14
9,4430,1,35,8,2022-11-30
9,9791,0,26,6,2019-01-03
7,710,0,28,6,2018-09-17
1,1970,1,40,8,2022-07-17
6,4571,1,37,7,2022-05-12
7,760,1,31,10,2017-07-07
4,5161,0,31,7,2017-04-27
6,4535,0,30,8,2014-03-13
3,5015,1,33,4,2016-02-18
5,3368,1,41,5,2014-02-04
8,3465,1,35,7,2021-02-01
4,6959,0,35,10,2021-06-11
5,2388,0,33,6,2013-07-16
0,2489,0,32,9,2019-12-04
9,7101,0,34,7,2017-02-27
3,6326,0,38,7,2016-03-22
9,6781,1,33,5,2015-04-01
2,2966,0,40,5,2014-09-22
2,6351,0,26,10,2019-09-11
5,9761,0,27,8,2014-05-04
8,1340,0,35,6,2015-02-23
0,4266,0,29,6,2022-05-15
9,2364,1,29,6,2013-12-30
8,7715,1,29,5,2021-10-29
3,5930,1,28,7,2014-08-07
3,8438,1,32,7,2019-02-24
9,8864,0,38,10,2017-07-02
6,2990,0,33,8,2013-10-31
0,7795,0,40,7,2019-01-13
5,6182,0,33,7,2018-05-27
6,371,0,40,7,2021-01-12
5,10127,0,40,6,2018-03-24
6,6309,1,30,7,2016-11-07
0,7448,1,26,9,2018-11-02
7,242,1,41,7,2016-04-23
3,6704,0,37,7,2022-04-14
8,59,0,41,6,2016-12-27
6,1065,0,35,5,2017-10-25
2,7380,1,29,6,2014-10-17
7,4787,0,37,7,2017-05-08
8,6857,1,28,7,2014-02-03
9,5853,1,33,8,2020-01-11
7,1470,1,27,9,2017-04-24
0,3244,1,34,7,2018-05-25
6,7621,0,35,9,2022-06-04
8,2003,0,22,2,2021-01-11
2,4423,0,34,6,2020-11-01
1,4171,1,33,6,2014-10-08
4,7409,1,28,6,2022-12-21
7,5249,1,36,7,2022-07-30
0,7478,0,39,7,2015-02-11
4,632,0,32,8,2021-10-20
6,9914,0,26,6,2022-03-17
2,7659,1,30,8,2021-05-06
6,55,0,25,7,2019-11-26
1,2491,1,27,4,2019-02-08
0,7680,1,35,6,2020-08-01
0,886,1,28,7,2014-03-18
4,4090,1,27,7,2017-08-07
7,4963,0,24,10,2018-06-05
6,4128,0,34,8,2020-08-06
7,5971,1,31,9,2018-02-19
8,5068,0,27,7,2020-11-23
6,5260,0,27,7,2018-12-31
5,102,1,29,8,2015-06-20
1,4445,0,27,8,2020-07-28
2,1173,0,25,10,2017-10-17
3,794,1,30,7,2016-10-25
4,3366,1,33,8,2023-02-01
2,9038,0,34,6,2021-01-20
2,9149,1,32,7,2018-06-10
4,9467,0,26,6,2016-06-07
5,2156,0,30,7,2022-10-04
1,8999,0,32,7,2021-03-16
1,4157,1,30,5,2018-02-02
2,690,1,30,6,2015-04-23
7,3627,0,31,7,2016-06-22
5,9969,1,34,8,2016-08-25
3,9997,0,28,7,2015-10-09
7,3514,0,39,7,2016-11-26
7,9828,1,32,8,2017-06-30
7,1673,1,37,7,2022-06-03
7,4967,0,25,4,2018-07-22
1,732,1,40,9,2014-12-14
0,8335,1,29,6,2020-12-19
0,2612,1,35,7,2021-11-21
9,1000,1,29,7,2016-06-22
2,7144,0,33,7,2022-03-13
4,7928,1,36,4,2013-03-30
6,2229,1,35,6,2018-12-31
9,7718,1,23,7,2016-11-22
9,7108,1,36,8,2017-08-16
1,9364,0,36,8,2015-02-14
3,6006,1,24,4,2016-04-03
4,2982,1,33,7,2018-04-09
2,2970,0,33,8,2017-09-20
4,1835,0,33,6,2018-10-13
5,8306,1,27,7,2014-03-15
2,2217,1,24,7,2014-07-15
4,889,1,38,9,2017-09-27
0,1811,1,32,7,2013-05-22
5,6192,0,27,6,2015-02-17
8,7906,1,29,5,2020-03-07
0,5530,1,25,8,2016-12-05
7,7891,0,33,8,2020-02-14
4,8817,0,32,9,2020-05-08
8,9577,1,33,6,2017-04-15
4,3970,1,35,7,2020-12-11
1,4533,1,37,6,2015-02-26
7,4747,1,32,5,2015-11-16
4,6640,0,32,9,2014-06-28
3,6970,1,36,7,2019-02-15
3,8921,1,31,6,2018-05-24
8,7947,0,30,4,2023-03-30
4,7266,1,33,9,2014-07-20
8,4731,1,30,7,2016-11-10
5,9675,1,30,7,2021-09-11
7,7621,0,34,7,2022-09-09
7,3688,1,27,6,2019-10-01
8,8433,0,29,7,2015-05-22
7,4896,0,35,8,2021-06-27
5,2851,1,39,8,2017-10-25
6,6965,1,39,8,2015-08-30
0,8886,0,32,7,2020-01-18
1,6660,0,22,7,2021-11-21
9,6108,0,30,8,2018-02-28
8,5877,0,40,5,2020-07-02
8,2866,1,33,7,2017-11-04
9,3915,1,28,6,2022-10-01
5,5584,1,36,8,2014-01-21
4,5899,1,31,6,2022-10-20
2,2743,0,27,7,2017-02-02
5,8430,1,26,8,2018-12-10
1,4974,1,38,7,2016-07-17
6,2240,1,33,7,2022-12-10
9,4753,0,30,9,2019-05-15
2,4407,0,25,6,2015-08-30
5,3883,1,36,8,2017-11-04
9,9440,0,30,4,2022-05-21
6,4765,0,29,8,2016-05-24
7,2810,1,37,8,2013-08-31
5,7476,0,28,7,2021-09-28
2,1846,1,34,6,2021-07-26
9,399,0,32,6,2023-03-01
3,318,0,35,9,2014-01-20
3,6089,0,35,8,2013-12-26
6,7775,0,31,6,2015-05-08
9,6256,0,34,3,2013-02-07
3,8961,0,34,7,2014-05-16
4,6414,0,28,7,2020-08-31
3,3364,0,30,8,2017-09-10
6,4142,1,34,4,2019-06-19
9,6316,0,28,8,2023-02-21
2,9953,0,32,5,2016-01-24
1,998,0,32,4,2015-04-23
3,2025,0,32,5,2019-03-12
3,3034,1,34,6,2015-06-07
4,4368,1,26,7,2022-05-25
5,7489,1,34,7,2015-05-25
1,2318,1,25,7,2021-10-31
3,6672,1,26,7,2019-01-22
8,8225,0,32,8,2013-02-28
6,988,0,25,7,2020-05-01
0,6074,0,37,9,2018-09-19
8,3180,0,39,7,2013-12-21
2,4642,1,36,8,2016-10-30
6,997,1,31,8,2021-12-27
0,3573,1,26,5,2017-07-20
7,5016,0,32,7,2019-10-06
7,3987,0,35,7,2016-12-10
9,6777,0,34,7,2015-01-08
3,3432,1,33,8,2013-07-22
2,1976,1,34,6,2015-07-27
2,10214,0,39,7,2020-07-19
8,4673,1,32,5,2014-05-24
6,3961,1,35,6,2017-01-29
2,5086,1,30,5,2021-03-24
8,1932,1,31,6,2015-12-16
5,2572,1,32,8,2020-03-04
9,6449,0,32,7,2015-06-22
5,3653,0,27,7,2022-03-27
4,3256,0,32,5,2022-01-03
9,4453,0,25,8,2018-03-25
6,8183,1,30,6,2023-02-24
7,6120,1,34,7,2018-04-14
2,1909,1,37,9,2018-05-21
8,4122,0,30,8,2019-09-02
7,6031,0,30,5,2022-06-17
8,9917,0,31,6,2016-03-10
2,5050,1,33,5,2021-11-24
8,3395,1,21,8,2022-03-05
1,1266,0,34,7,2020-11-29
7,8971,1,36,6,2022-11-06
6,7697,0,37,4,2014-01-01
2,6216,0,30,5,2022-05-24
5,4503,1,35,6,2021-03-22
3,6803,0,32,7,2017-08-24
4,4067,1,31,6,2018-04-29
5,7172,1,28,6,2013-10-21
4,5404,0,31,8,2018-12-28
2,4671,0,35,7,2019-05-02
8,2361,1,23,7,2015-01-05
5,1237,1,33,7,2013-05-18
6,880,0,28,6,2022-08-31
6,10023,1,22,5,2018-01-10
5,2242,1,28,7,2015-11-16
4,9418,1,28,7,2015-08-23
4,4309,1,27,7,2016-03-30
0,7584,0,35,3,2020-03-03
3,4670,0,33,4,2013-05-13
7,3026,1,35,9,2020-06-20
7,6793,1,34,8,2018-11-15
1,335,0,40,6,2019-06-10
5,9484,0,35,7,2013-03-16
6,5452,1,27,10,2016-07-19
4,8125,0,41,6,2020-05-31
3,9509,0,24,9,2014-03-12
7,7878,1,35,9,2013-11-10
3,1186,0,22,6,2014-12-03
2,3293,1,36,8,2021-12-03
1,760,0,25,7,2021-11-22
5,10351,1,27,6,2015-07-17
0,5550,1,35,7,2014-09-29
1,4307,1,29,8,2021-11-14
2,9440,0,32,8,2016-04-13
3,6088,1,33,5,2013-01-17
5,1556,0,28,7,2019-08-08
1,4883,1,27,5,2013-07-13
3,5266,0,28,9,2019-11-03
1,6521,0,43,6,2016-10-06
6,3642,0,31,7,2016-02-10
9,5098,1,28,7,2020-09-01
5,9650,0,30,6,2019-01-28
2,445,1,34,7,2018-06-08
0,775,0,33,9,2013-10-22
1,10334,0,27,7,2017-05-19
1,8349,1,35,9,2022-12-24
9,1245,0,29,8,2015-09-14
0,5177,1,34,9,2021-04-25
3,94,1,25,6,2017-04-05
8,2475,1,32,7,2020-06-12
8,8656,0,33,9,2013-12-03
9,3076,1,35,9,2016-04-24
1,4635,0,35,7,2017-01-10
9,8406,1,33,8,2014-12-17
2,7571,1,29,6,2014-05-02
2,7634,1,29,6,2020-03-13
9,7160,1,27,9,2022-06-03
1,4204,0,39,7,2014-10-11
5,4008,1,38,7,2022-02-06
5,3502,0,35,8,2022-04-08
2,8934,1,30,6,2020-01-27
8,10317,1,32,9,2013-02-06
7,1416,1,31,6,2013-12-11
6,7074,0,33,5,2015-11-08
1,3753,1,30,6,2018-12-14
1,7810,1,37,8,2022-04-03
3,8179,0,30,6,2015-09-27
5,5875,1,37,8,2020-09-27
3,2691,1,32,6,2020-05-07
0,3388,0,35,6,2020-06-10
0,2835,0,30,7,2021-02-23
9,2069,0,35,8,2021-10-06
0,411,1,32,9,2017-07-28
0,3987,1,30,7,2019-08-17
3,8423,0,32,9,2013-07-27
3,4131,0,35,2,2022-03-11
9,6523,0,25,9,2013-07-12
4,7185,0,34,8,2021-08-10
9,8119,0,26,8,2022-05-02
6,2123,0,36,6,2013-05-18
5,9354,0,35,8,2017-03-11
5,6808,0,27,7,2017-10-24
4,5612,0,30,7,2015-05-05
3,1443,1,35,10,2022-12-26
1,10044,0,32,8,2022-07-05
3,4785,1,30,5,2017-10-22
1,4076,0,33,6,2018-11-29
2,5168,0,31,6,2022-10-26
0,8607,1,25,8,2019-12-09
3,6130,1,29,6,2020-11-14
7,3141,0,24,5,2014-07-17
4,25,0,28,8,2014-10-27
7,4698,1,24,6,2018-06-15
3,295,1,29,8,2015-02-05
7,9839,0,30,7,2018-12-09
2,3043,0,29,6,2021-08-31
9,1641,0,34,7,2013-03-18
5,9278,0,34,5,2015-03-01
4,4543,1,30,6,2014-06-15
2,1775,1,27,6,2014-07-03
6,3205,0,37,3,2014-09-10
6,8562,0,36,7,2020-05-25
4,9958,0,33,4,2020-01-21
8,6001,0,22,7,2015-10-08
3,9360,0,38,7,2015-03-26
9,996,1,32,8,2023-02-25
4,7286,1,35,8,2018-07-15
4,8167,0,33,8,2022-09-17
2,1445,1,23,9,2014-03-17
4,5281,1,27,6,2014-02-19
8,2677,0,31,9,2013-01-22
5,5134,1,31,5,2013-04-29
9,8009,1,24,9,2017-11-30
8,1474,0,37,8,2013-02-06
7,1841,1,32,8,2015-10-06
7,1595,1,36,8,2019-07-07
7,5493,1,33,5,2013-11-02
2,4992,0,28,7,2023-01-29
1,9395,1,29,6,2016-09-08
7,77,1,36,7,2013-06-04
5,8705,1,32,8,2022-03-03
7,3798,0,40,5,2015-02-05
2,8514,1,30,6,2017-03-31
6,4593,0,25,8,2022-01-20
0,9293,1,28,7,2015-11-19
2,1739,0,35,6,2018-06-14
9,2380,0,31,8,2018-10-14
1,4575,1,35,7,2020-12-21
2,7731,0,30,7,2017-02-01
7,6807,0,36,8,2016-03-28
5,9277,0,32,8,2014-01-01
6,5594,0,34,5,2018-06-18
1,2917,1,28,9,2019-04-08
0,5684,1,35,7,2014-11-26
7,8027,1,35,8,2013-08-22
1,1923,0,28,9,2014-07-12
3,9639,1,33,7,2013-05-13
2,4322,0,39,7,2022-10-03
2,5859,1,26,8,2019-05-20
1,9244,0,39,6,2021-08-07
5,993,0,31,6,2021-03-02
2,6864,0,30,8,2017-01-16
3,10239,1,39,9,2017-12-14
2,6177,0,33,6,2019-11-21
7,7038,1,36,5,2015-05-18
1,4001,1,37,6,2014-08-28
6,4724,0,33,8,2020-05-27
4,7387,0,29,8,2023-03-25
3,2737,0,34,9,2018-03-06
8,9807,1,32,7,2017-09-06
6,9182,1,30,7,2017-07-17
4,2539,1,29,8,2021-07-05
1,400,1,35,5,2014-09-23
4,2867,0,30,5,2022-06-08
6,6368,1,37,8,2019-11-26
7,7995,0,32,9,2018-07-21
2,570,0,28,7,2016-04-19
5,9487,1,28,6,2013-10-17
5,965,0,24,7,2017-04-06
4,5978,0,29,6,2014-05-23
8,4912,0,36,7,2015-12-09
4,9391,0,33,4,2013-05-31
5,6801,0,33,8,2018-05-07
4,7978,1,35,7,2020-04-09
4,9465,0,24,8,2013-04-11
4,7291,1,27,6,2019-12-04
7,8557,0,25,7,2014-10-21
6,410,1,29,7,2016-02-12
1,10118,1,32,5,2020-09-24
2,1123,1,31,6,2017-05-26
3,2037,0,33,5,2019-10-01
2,6220,0,40,6,2022-05-13
0,8843,1,36,6,2018-03-23
2,5680,1,37,9,2018-12-21
7,1415,0,34,5,2018-04-14
7,8479,1,34,6,2014-01-22
9,7263,0,30,4,2017-01-25
0,7732,0,25,7,2022-07-04
9,1199,0,33,6,2019-08-04
2,5763,1,33,9,2014-11-19
2,5685,1,22,7,2014-07-05
4,5873,1,34,4,2013-04-17
3,6048,1,31,6,2021-08-26
3,6980,0,28,7,2015-07-10
4,541,1,35,6,2019-11-18
4,383,0,32,9,2018-11-20
5,8166,0,37,7,2016-01-29
8,255,0,36,7,2013-09-25
0,9362,0,32,8,2017-11-30
7,4164,1,33,6,2015-11-24
4,1046,0,31,8,2020-01-12
8,5767,1,40,9,2015-08-01
8,7013,0,28,9,2015-05-11
5,9645,0,32,8,2022-04-24
0,1869,1,36,8,2017-04-10
1,6808,1,30,6,2020-09-23
9,3470,0,28,6,2016-09-24
2,3139,0,34,6,2017-07-10
2,8876,0,41,6,2014-02-02
8,9161,0,32,5,2019-07-25
6,7692,1,38,8,2022-12-30
6,6785,0,35,8,2022-10-16
5,5942,1,26,6,2017-07-24
8,10026,0,33,8,2014-11-21
2,3635,1,27,5,2014-11-16
8,5013,0,27,6,2021-02-21
8,3472,1,27,8,2022-05-19
6,1592,1,41,6,2022-03-24
1,2705,0,27,5,2018-10-19
0,8131,1,18,7,2020-04-28
2,1380,0,26,6,2016-11-04
3,9531,1,38,6,2018-04-27
4,9153,0,26,6,2018-07-01
2,8368,0,27,10,2020-11-16
5,8329,1,36,7,2015-12-27
7,8054,0,28,8,2019-02-18
5,6608,1,35,9,2015-09-15
9,9314,1,29,6,2022-07-28
5,9596,0,24,6,2022-11-07
4,5917,0,40,7,2018-09-10
6,7088,0,37,6,2016-12-16
5,4058,0,34,10,2022-01-07
9,6107,1,24,8,2019-02-16
1,1196,1,30,7,2017-06-28
5,10263,0,34,6,2020-10-29
1,7455,0,29,8,2021-08-31
2,7117,0,31,4,2022-10-05
5,3121,0,35,8,2021-07-14
2,116,1,34,5,2021-06-14
0,1856,0,36,7,2020-12-27
5,2778,0,31,7,2017-02-14
6,5821,1,40,8,2015-04-10
9,7878,1,33,7,2015-10-13
1,4427,0,33,5,2019-08-26
7,7729,0,26,7,2022-04-01
8,1962,1,35,7,2014-09-25
4,77,0,36,6,2015-04-15
6,7299,1,30,7,2019-09-27
2,7143,0,35,9,2017-06-18
9,6646,0,32,6,2018-02-15
8,2015,0,31,5,2017-03-05
4,2762,1,23,7,2018-04-24
9,1518,0,38,6,2016-08-12
4,9334,0,24,5,2019-03-07
