id_music,id_user,user_gender,user_age,rating,date
2,991,0,40,7,2021-04-15
7,5677,1,40,8,2019-01-18
4,4157,1,38,8,2018-03-02
5,9617,1,38,5,2021-02-01
4,7232,0,43,7,2018-04-14
2,7727,1,33,8,2017-02-06
6,9017,0,47,6,2018-04-13
7,8903,1,33,9,2023-02-14
8,5915,1,35,9,2019-10-31
2,9612,1,45,6,2014-11-29
5,1082,1,47,8,2019-05-19
9,8901,1,28,7,2020-04-10
5,9790,0,42,9,2015-04-05
4,1336,0,42,6,2021-06-06
9,4862,0,42,10,2016-08-08
5,8547,1,42,8,2013-07-26
1,861,0,38,7,2017-08-14
7,4589,0,40,7,2015-05-19
7,6105,0,36,8,2017-03-11
0,657,0,41,7,2018-12-21
6,7342,1,37,7,2015-03-21
1,6657,1,39,6,2020-09-27
3,5559,0,38,9,2017-05-04
0,704,1,42,4,2016-07-12
1,7744,1,39,7,2022-11-18
7,569,0,46,8,2016-04-05
6,1884,0,42,8,2015-06-26
4,4536,0,43,7,2022-11-13
1,2506,1,37,9,2014-08-15
7,7865,0,38,8,2022-05-16
5,3212,1,36,9,2013-10-26
5,7720,1,41,6,2015-10-05
3,9697,1,34,7,2021-04-10
0,5269,0,37,5,2013-10-10
1,7258,1,43,7,2020-06-11
3,6276,0,40,6,2013-12-23
6,6370,0,42,8,2017-07-08
2,10232,1,47,6,2021-07-08
0,1353,0,40,7,2021-05-27
0,1920,1,34,8,2019-07-27
1,950,1,33,7,2020-04-02
7,2428,0,36,8,2019-06-15
1,9244,0,43,7,2013-06-19
7,812,1,39,6,2014-03-29
2,7115,0,44,8,2013-01-03
5,2375,0,36,5,2016-04-04
9,8088,0,36,8,2014-07-06
6,7313,1,46,7,2022-10-07
9,5208,1,44,9,2022-09-17
9,7857,1,42,6,2013-02-05
5,7109,1,39,6,2013-11-14
4,10338,1,43,8,2018-04-05
3,4694,1,35,9,2019-06-12
6,9830,0,38,10,2013-08-04
9,6628,0,39,7,2016-06-09
2,4452,0,44,7,2013-03-04
4,5244,0,46,9,2013-11-12
8,2841,1,48,8,2018-08-24
0,4081,1,43,6,2021-11-21
4,4943,1,45,7,2023-01-02
5,5918,0,39,9,2015-12-16
1,223,0,45,7,2023-03-30
7,6544,0,44,8,2021-08-20
0,10094,0,40,8,2013-08-02
2,7334,1,46,8,2020-08-02
0,218,0,40,7,2015-11-16
5,4581,0,40,3,2018-06-24
1,6843,0,34,8,2014-08-05
7,3593,0,32,7,2016-03-03
9,314,1,48,7,2020-04-22
3,8286,0,37,8,2020-08-06
5,7721,1,37,8,2016-04-25
9,9192,1,36,9,2017-02-21
8,7014,0,38,8,2019-07-16
4,996,1,37,8,2016-06-20
3,7915,0,43,7,2018-11-14
4,2311,1,45,7,2020-03-25
7,9752,1,41,9,2016-06-26
0,5407,0,43,5,2014-11-01
5,8351,0,45,8,2016-05-05
8,5222,0,37,9,2018-10-08
6,2204,0,37,8,2022-05-01
9,5923,0,46,7,2018-07-14
8,8262,0,44,7,2021-09-06
2,5833,0,40,8,2019-11-26
7,5242,1,30,8,2018-11-27
2,9548,1,47,8,2015-08-05
0,4030,1,33,8,2019-07-05
9,6317,1,43,10,2017-05-22
3,5191,0,34,8,2014-11-15
3,3874,1,41,8,2016-03-13
2,8116,0,44,7,2020-04-11
0,2019,0,41,9,2020-10-26
9,135,0,40,10,2015-06-16
3,8393,1,34,7,2016-08-05
4,6186,0,32,8,2017-11-04
9,3414,0,43,7,2020-05-06
9,9157,0,38,6,2016-08-06
6,9010,1,36,8,2015-09-03
3,487,1,42,6,2017-08-07
4,8044,0,49,7,2018-03-06
2,622,1,43,8,2021-12-07
2,4093,0,40,8,2016-04-17
4,1999,1,40,6,2017-09-12
4,1501,0,35,9,2023-01-29
8,9439,0,42,9,2013-03-31
6,3084,0,39,7,2013-07-28
6,6239,0,40,4,2020-07-27
5,733,1,45,8,2023-04-02
6,1865,0,38,8,2017-12-18
8,3570,1,42,6,2022-01-16
4,8024,1,51,8,2021-07-10
0,6732,1,36,7,2015-09-09
3,5032,1,45,8,2016-04-16
4,73,0,45,8,2014-09-20
2,10338,0,45,8,2014-01-18
7,5908,0,36,7,2021-03-30
6,7604,0,45,8,2017-04-22
1,282,0,34,7,2015-12-20
1,835,0,50,5,2015-08-31
0,7641,1,40,8,2015-03-09
4,7814,0,40,8,2016-03-21
4,563,1,36,9,2016-02-23
9,6313,1,38,6,2020-04-07
5,9705,0,41,8,2021-12-10
0,10069,0,43,7,2013-03-05
2,1844,0,44,4,2019-01-23
9,2035,0,43,6,2014-09-12
0,1640,0,44,8,2014-02-25
5,5124,0,43,8,2015-05-03
0,795,0,36,7,2017-09-12
8,9100,1,42,7,2018-11-26
4,4679,1,43,5,2018-03-01
1,5880,1,37,7,2022-06-26
5,6044,1,43,7,2013-02-03
8,1073,0,38,5,2016-02-25
3,5029,0,35,8,2021-06-16
2,4854,0,41,7,2014-11-30
3,683,0,35,8,2021-11-20
3,2579,0,34,8,2022-01-10
3,1384,0,41,4,2016-12-03
6,3909,0,32,7,2020-12-14
3,8652,1,38,8,2022-11-25
1,729,1,36,6,2018-04-15
6,9573,1,44,7,2018-10-24
7,799,1,32,7,2019-10-09
6,771,1,40,5,2020-09-19
2,4646,1,39,5,2020-07-14
9,5827,1,48,7,2014-08-22
1,6965,0,38,8,2018-04-07
3,9163,0,41,9,2022-10-14
0,10111,0,44,10,2020-12-30
6,6547,1,42,7,2020-09-06
6,6204,1,32,5,2014-05-16
0,2282,0,38,8,2020-08-25
9,3416,1,42,9,2019-11-04
4,4359,0,41,7,2019-12-08
6,6117,0,45,6,2020-12-17
3,8831,1,42,6,2017-01-22
4,579,0,35,9,2020-06-14
5,6989,1,36,9,2019-07-12
4,613,0,38,8,2015-05-20
7,2800,1,38,5,2015-06-16
4,2020,0,37,7,2015-07-17
9,1951,1,34,8,2015-05-19
7,4883,0,41,10,2018-03-09
4,4959,0,40,8,2019-08-22
3,9628,0,34,5,2017-09-16
4,3513,1,43,8,2021-11-08
2,10164,0,42,6,2016-02-14
6,4896,0,41,5,2021-03-21
9,829,0,43,9,2016-08-20
1,7270,0,41,7,2014-08-05
8,477,0,31,6,2013-12-09
6,9962,1,46,8,2017-03-22
6,3144,0,42,8,2022-04-26
0,3252,1,43,7,2022-01-17
3,2406,0,32,6,2016-11-16
3,3425,1,39,6,2019-11-28
6,6782,1,41,7,2017-12-24
9,9030,0,40,8,2016-08-21
1,8799,1,40,6,2020-05-19
1,9671,1,37,6,2018-03-11
2,530,0,45,9,2020-02-05
5,3628,1,34,5,2015-09-20
2,1348,1,39,8,2020-03-08
3,3301,1,38,7,2019-03-03
3,9036,1,30,4,2016-01-17
6,335,0,36,5,2016-06-02
5,5157,1,34,7,2020-06-19
3,6834,1,38,7,2013-01-26
8,9855,0,40,7,2013-08-29
5,2258,1,39,7,2022-03-21
2,33,1,33,8,2022-02-21
4,7164,0,40,7,2017-09-15
4,3651,0,36,8,2020-01-17
8,8715,0,39,10,2013-02-10
5,4482,1,44,8,2014-04-04
0,6848,1,46,5,2022-01-22
8,1097,0,39,6,2018-04-12
9,5917,1,25,9,2020-11-24
0,1586,0,47,9,2014-02-19
1,3061,0,39,3,2014-09-10
0,4743,1,32,5,2020-01-18
0,1295,1,41,9,2019-04-09
9,9886,0,44,7,2015-04-05
3,7283,0,39,7,2014-01-23
4,8301,0,44,8,2017-11-18
2,9403,1,38,8,2016-09-15
8,2437,1,39,9,2016-06-10
6,9400,1,39,8,2018-06-14
4,7701,1,40,8,2015-03-07
6,679,0,36,8,2020-11-20
1,3782,0,46,6,2022-01-10
3,2744,0,39,6,2019-04-07
0,8592,0,43,6,2019-11-09
8,6106,1,45,8,2018-02-21
9,560,0,33,8,2021-07-08
2,5297,0,40,9,2017-06-09
2,7087,0,40,5,2018-03-16
8,6598,0,35,8,2017-10-21
8,9546,1,44,7,2022-01-15
4,2516,1,35,6,2016-03-25
2,8531,0,42,9,2018-10-30
5,8695,1,45,4,2016-01-03
7,2318,0,50,6,2014-07-08
8,6548,0,42,6,2017-04-14
1,4754,0,36,8,2015-07-06
0,1795,0,34,9,2019-10-18
7,8221,0,36,8,2014-07-11
9,4544,0,37,8,2022-05-30
1,10222,0,34,6,2019-05-04
7,6836,1,39,7,2013-07-02
7,7525,0,40,6,2022-01-20
0,7986,0,39,9,2018-11-19
9,9600,1,37,8,2022-10-10
6,9892,0,34,8,2020-08-19
0,6736,1,44,6,2023-01-31
5,6460,0,38,8,2019-06-20
8,4824,0,40,5,2013-07-13
9,1563,0,32,6,2019-06-27
6,6948,1,39,8,2019-08-23
2,1353,1,36,9,2019-10-12
8,5048,1,35,10,2019-06-25
5,1231,0,42,7,2020-03-12
4,9751,0,42,6,2018-07-11
0,9774,0,38,10,2015-02-21
3,9246,1,43,9,2017-11-14
7,4675,1,35,6,2017-02-13
4,8041,1,37,6,2018-05-31
8,7114,1,38,7,2015-01-12
2,2086,1,40,7,2015-02-10
3,4428,1,44,8,2013-03-20
1,7517,0,46,5,2020-10-19
4,7363,1,47,8,2013-10-02
2,3074,0,35,9,2016-11-15
4,4235,0,39,5,2023-02-10
3,5702,1,43,9,2017-04-20
4,9470,1,37,7,2014-07-11
2,4524,0,40,8,2013-09-17
2,7591,1,36,7,2015-10-20
4,5264,1,40,6,2022-08-24
2,9940,0,40,6,2016-07-15
0,5016,0,41,7,2021-02-06
4,1965,0,41,7,2013-12-31
2,385,0,42,8,2016-08-20
2,2258,1,42,7,2015-09-21
3,6658,0,39,6,2022-07-29
4,8375,1,41,8,2013-04-08
8,4099,0,37,6,2014-03-07
7,2205,0,38,7,2017-02-10
7,2368,0,41,7,2017-05-02
2,2703,1,45,8,2017-02-25
0,2239,1,40,7,2014-09-22
3,8762,1,32,8,2018-01-07
4,9045,0,33,7,2016-06-06
2,9605,0,48,10,2021-01-31
8,709,0,39,5,2019-07-14
3,1287,1,45,8,2013-04-16
3,1342,1,28,8,2014-09-25
6,4926,1,41,8,2013-02-05
6,3355,0,43,7,2017-11-05
8,1273,0,35,5,2022-04-25
7,4770,0,42,8,2015-08-28
5,121,0,40,6,2019-01-09
7,9976,0,40,8,2016-06-25
5,4131,1,42,6,2014-12-09
5,8583,0,42,9,2014-10-21
3,6387,0,42,8,2021-07-29
6,5282,1,44,7,2013-11-03
1,1628,1,40,9,2013-05-26
9,8785,1,35,10,2019-12-17
6,6055,1,42,7,2019-03-20
3,3872,0,45,6,2015-06-05
9,8002,1,38,5,2015-06-18
4,2252,1,46,7,2017-02-20
9,1760,0,44,7,2017-05-30
6,612,0,40,7,2022-02-19
1,7244,1,43,9,2015-08-28
4,6990,1,37,6,2020-04-14
0,10268,0,41,7,2022-02-13
2,6739,0,38,7,2022-02-21
6,3200,0,43,7,2022-02-10
7,4823,0,43,7,2019-06-18
1,9022,0,39,8,2015-04-28
8,9416,1,38,9,2015-07-01
4,9115,1,49,7,2017-04-20
8,794,0,44,6,2013-05-15
9,8369,1,39,7,2013-11-12
7,7705,1,42,7,2020-05-27
2,2238,1,38,4,2013-01-14
8,9000,1,39,7,2022-12-12
9,869,1,42,5,2017-02-14
0,6564,1,38,8,2015-02-27
6,5942,1,35,9,2013-12-13
1,6605,0,42,7,2022-03-31
4,6616,0,44,6,2020-07-10
8,958,1,40,8,2015-05-26
8,5883,1,38,9,2022-05-27
4,7406,0,47,6,2017-08-09
1,68,0,43,10,2020-09-20
5,1945,1,45,7,2021-10-25
6,10195,0,36,8,2020-07-23
3,1241,0,33,6,2014-09-17
3,1915,0,40,6,2015-01-19
2,6583,0,39,7,2019-05-27
8,3399,1,42,9,2021-11-10
4,10019,1,35,8,2015-08-27
3,5917,1,39,9,2017-01-10
5,1492,0,42,7,2015-12-25
0,10091,0,28,7,2019-07-15
7,2985,0,40,10,2020-09-17
5,8116,1,40,7,2014-01-16
1,4375,0,39,9,2013-04-17
6,1213,0,39,7,2018-07-30
5,2353,1,38,10,2013-07-03
9,1345,0,35,6,2013-07-04
4,7638,1,39,6,2022-07-20
4,5041,1,40,6,2017-06-28
5,1084,0,37,8,2016-06-04
6,7433,1,40,6,2020-04-14
1,4360,0,42,6,2018-03-21
4,7464,1,48,8,2017-09-18
7,414,0,45,8,2018-01-08
3,5682,0,42,6,2018-04-08
7,8640,1,40,9,2015-06-22
8,7150,0,42,8,2022-01-23
5,1602,1,37,6,2020-07-09
8,2286,0,39,7,2021-08-15
5,6336,0,46,9,2022-08-19
1,1961,1,38,7,2019-12-15
0,7074,1,42,8,2019-04-21
0,5025,0,34,7,2017-11-26
3,9598,0,39,6,2017-11-06
7,159,0,44,7,2022-01-01
9,6095,1,38,7,2013-11-30
4,4839,0,48,7,2019-10-31
1,3678,1,36,9,2019-04-10
7,8531,1,43,9,2022-07-04
2,5619,1,37,7,2017-04-12
6,4516,0,39,8,2019-12-24
6,2430,0,45,7,2018-07-25
8,1891,0,41,6,2013-02-07
0,10153,0,41,7,2018-02-12
4,6768,1,44,6,2016-07-30
4,6903,0,42,6,2019-10-08
3,8188,1,36,10,2013-06-23
0,536,0,35,9,2013-06-17
1,4608,1,41,7,2015-02-07
2,9781,1,37,7,2019-07-06
7,233,1,39,8,2023-01-09
9,3193,0,35,6,2013-07-17
6,1741,0,45,6,2020-08-11
6,89,1,35,7,2022-04-05
8,5909,1,40,6,2022-08-28
6,941,1,41,8,2013-04-12
2,6755,0,46,6,2023-03-01
5,4739,1,37,8,2014-04-16
4,8188,1,41,6,2017-07-05
3,31,1,36,10,2020-02-14
8,29,0,37,7,2014-12-03
1,3656,1,39,5,2017-12-27
4,5703,0,43,8,2017-09-21
9,1568,1,40,8,2019-08-12
1,7935,1,45,7,2014-02-02
3,3034,0,40,6,2021-11-22
5,4667,1,43,8,2013-06-26
4,10125,0,42,7,2015-10-06
5,6258,1,47,8,2018-11-08
0,1292,0,38,9,2017-01-13
0,4714,0,34,5,2018-08-12
0,3132,0,41,7,2021-05-25
2,8301,1,43,9,2021-03-02
7,353,0,40,8,2020-03-14
0,5329,0,44,5,2021-07-31
9,75,1,38,6,2014-07-18
6,3687,0,42,7,2014-01-18
7,9191,0,45,8,2016-11-14
5,4865,1,38,6,2015-03-03
5,8435,1,42,6,2015-09-05
4,4072,0,37,7,2019-10-27
2,8896,0,32,7,2013-03-30
5,8577,0,38,5,2015-10-13
7,9464,1,41,7,2013-10-09
7,9481,0,39,7,2015-08-12
3,266,0,49,8,2021-08-10
2,5466,0,39,5,2020-02-24
4,1169,1,38,8,2019-10-24
5,1657,0,45,6,2018-02-01
2,2531,1,38,7,2013-07-04
6,3467,1,33,6,2021-11-25
7,906,1,33,8,2016-02-01
1,193,1,44,5,2022-11-20
4,3617,0,41,9,2013-08-20
3,1253,0,41,7,2020-12-26
8,6197,1,44,7,2013-05-16
0,270,0,39,7,2015-08-28
8,9704,0,43,9,2018-10-07
9,3439,1,49,8,2022-03-12
6,9697,0,40,8,2020-04-12
6,3424,0,43,8,2022-07-28
2,1534,0,37,7,2021-04-24
2,5451,0,48,2,2015-06-07
8,2396,1,42,7,2013-01-15
9,6366,0,34,10,2022-05-18
2,4154,0,36,9,2018-02-07
2,540,1,33,9,2016-04-28
1,3648,1,34,8,2019-01-29
6,513,0,32,9,2014-03-08
1,9860,1,41,8,2015-01-24
0,767,0,40,7,2016-07-24
7,9650,0,41,7,2014-07-31
1,6689,0,43,7,2014-10-03
9,8428,1,34,4,2023-01-03
4,1591,1,42,8,2022-10-17
3,3068,1,51,8,2018-05-09
4,6635,0,36,7,2014-03-04
6,6148,1,37,7,2020-09-01
8,10184,0,45,8,2013-06-12
6,10099,0,37,9,2021-08-01
4,6498,1,42,7,2017-04-06
9,8746,1,42,7,2015-11-27
3,1741,1,45,8,2021-07-03
1,2693,1,44,8,2016-03-11
8,9976,1,42,7,2016-07-03
6,9250,1,38,6,2014-01-21
0,1276,0,39,6,2019-10-12
9,8858,0,46,7,2015-12-19
4,687,1,32,8,2018-05-19
8,6213,1,40,9,2021-08-26
5,2170,1,43,5,2021-07-15
9,6680,0,40,6,2016-01-09
4,4679,1,44,8,2017-09-21
1,2766,1,38,8,2013-12-11
9,8957,1,41,7,2015-02-08
8,6487,0,39,7,2021-07-17
2,7303,0,40,10,2016-07-19
1,1616,1,39,7,2015-09-15
0,4604,1,34,9,2013-07-16
0,9014,1,43,7,2020-05-25
2,8865,0,46,7,2014-02-07
0,3044,1,34,9,2021-07-01
2,4853,1,37,8,2014-09-12
2,7908,1,43,6,2022-02-24
3,6271,0,41,8,2020-04-03
3,7487,0,42,9,2018-07-01
0,3092,1,41,5,2017-07-11
3,5701,1,38,9,2015-01-22
0,7986,1,37,7,2021-11-27
2,1238,1,33,8,2014-11-19
9,9480,1,39,7,2022-06-27
9,6578,0,45,7,2017-12-30
5,6488,0,40,6,2013-08-23
7,4229,1,36,9,2022-09-27
5,8746,0,41,8,2018-01-17
7,2905,1,35,7,2014-06-14
8,8351,1,44,8,2015-12-30
4,1705,1,39,9,2016-01-24
7,8465,1,43,8,2015-07-21
2,2849,1,44,6,2021-08-12
8,6866,1,30,6,2015-06-01
0,2545,1,38,8,2023-03-03
7,434,0,39,8,2016-07-14
7,8581,1,40,6,2014-09-02
9,8687,0,45,6,2019-03-18
5,1181,1,39,6,2016-08-12
3,1807,1,40,9,2015-03-23
1,825,0,37,5,2019-12-21
6,7750,0,34,9,2021-03-17
6,621,1,46,8,2020-06-28
4,1728,0,47,8,2021-11-18
6,113,0,35,7,2018-08-23
3,5376,0,44,9,2016-08-12
6,811,1,33,8,2018-12-31
0,7778,0,32,6,2021-07-06
0,1550,1,37,10,2018-02-12
1,4713,1,39,7,2022-08-05
8,1440,1,42,8,2019-04-21
8,114,0,39,9,2013-09-02
4,10319,1,35,6,2022-12-05
6,9765,0,40,7,2017-09-25
4,645,1,43,6,2014-01-05
7,5527,0,34,7,2014-12-30
6,9485,1,36,9,2020-08-19
6,1101,1,35,7,2013-02-15
8,3428,0,47,9,2020-11-10
4,2476,1,40,7,2015-09-26
4,9430,1,41,7,2022-07-12
2,7892,0,34,9,2015-10-31
1,10105,0,39,9,2016-06-03
2,2,1,36,7,2020-07-07
4,3031,1,46,6,2021-04-15
8,953,1,41,6,2014-10-10
1,3058,1,34,6,2019-03-08
6,7873,0,44,8,2022-01-02
4,5195,0,38,10,2017-07-20
8,2790,0,36,9,2017-01-20
9,3299,0,35,8,2014-10-24
2,51,0,47,6,2022-09-17
8,6832,1,39,6,2017-05-12
1,7763,0,48,6,2017-02-19
1,7131,1,42,8,2021-03-06
3,8038,0,41,5,2022-02-26
0,2155,1,34,8,2015-02-18
3,8387,0,41,8,2018-01-21
9,7736,0,41,8,2019-09-12
4,6753,0,42,7,2019-10-01
8,3672,1,38,5,2018-11-13
9,9999,0,40,8,2013-07-20
0,6414,1,44,7,2014-03-07
9,5397,0,47,8,2019-07-25
0,2408,1,35,9,2019-05-20
0,5021,1,34,7,2021-02-16
9,1050,0,33,7,2014-03-21
2,4573,0,36,8,2018-08-18
0,795,0,38,10,2013-03-12
3,7441,1,38,6,2014-01-25
3,9625,0,37,9,2019-09-26
9,1754,1,35,8,2021-07-14
4,7430,0,43,9,2015-07-03
6,1658,1,41,7,2016-09-30
7,3980,0,44,10,2018-12-30
0,1632,0,48,6,2017-02-27
7,4241,1,30,7,2017-06-24
2,7420,0,28,7,2013-10-09
5,8983,0,39,7,2020-01-09
2,1886,1,34,8,2013-09-04
5,5083,1,43,8,2015-07-14
6,238,1,44,8,2022-10-31
8,6886,1,39,7,2022-02-05
0,2708,1,33,7,2019-08-22
4,5314,0,41,5,2016-12-18
3,4609,1,43,9,2019-11-10
5,8938,1,46,8,2020-10-27
3,9373,1,42,7,2022-09-14
3,5863,0,35,8,2015-04-30
5,8004,1,35,8,2014-10-25
0,4226,0,47,7,2021-07-21
6,3369,1,44,8,2019-01-23
3,6360,0,30,6,2015-07-21
7,8357,1,41,8,2016-06-27
7,408,0,42,8,2016-02-20
1,8532,1,37,5,2022-07-16
6,7014,1,52,9,2018-07-17
1,5696,1,40,7,2014-02-13
0,2502,1,46,9,2016-02-27
6,578,1,33,6,2021-02-22
4,396,0,43,9,2015-07-24
5,8030,1,36,7,2016-10-09
5,4945,0,42,7,2018-05-04
1,2850,0,43,8,2017-09-06
2,8445,0,43,8,2019-02-25
2,244,0,36,8,2013-09-08
4,2386,1,38,8,2013-10-07
6,4051,0,44,8,2016-12-22
5,10245,0,39,6,2017-01-23
0,6069,0,51,7,2020-09-07
7,2174,1,42,9,2018-08-16
4,3593,1,47,9,2016-11-05
9,2581,1,48,6,2017-01-25
1,3371,0,42,9,2015-11-10
7,9780,1,45,7,2020-04-22
8,7228,0,43,8,2014-09-12
0,3165,0,38,5,2018-01-08
7,8237,1,40,8,2021-08-15
2,5692,1,39,8,2022-12-02
9,9633,0,36,9,2014-12-20
1,3996,1,35,8,2019-10-01
8,7299,1,45,7,2022-06-25
4,2558,1,39,8,2016-03-17
8,7530,0,36,8,2015-02-15
9,6562,0,45,8,2019-09-07
5,5266,1,35,9,2013-01-19
8,4344,0,38,7,2022-09-04
1,5382,0,44,9,2015-12-01
8,5877,0,44,8,2016-01-03
4,950,0,46,7,2014-03-27
3,2164,1,43,8,2019-09-19
0,7207,1,35,7,2019-12-15
7,1730,0,46,6,2016-03-13
8,2429,0,38,7,2020-11-11
5,3698,1,40,8,2014-07-27
1,6885,0,39,7,2016-10-03
9,8021,0,51,8,2015-05-06
5,8308,0,49,8,2018-01-07
9,3931,1,39,10,2017-07-13
8,7805,0,32,7,2021-09-19
7,1446,1,36,6,2020-10-14
9,4122,1,36,9,2020-08-14
9,9630,1,39,6,2018-09-16
3,2356,1,36,9,2021-04-14
9,9627,0,39,7,2022-10-31
2,9686,0,37,7,2021-11-01
2,51,1,51,9,2021-09-01
7,7968,1,38,9,2017-11-10
7,4024,0,41,7,2016-08-01
7,8862,0,39,7,2020-02-06
1,6079,0,39,10,2022-01-12
9,6386,0,38,8,2015-10-11
0,734,0,38,9,2015-04-01
1,4535,1,40,8,2017-03-09
7,9101,1,42,9,2019-04-25
2,3760,0,45,9,2023-01-17
0,8554,1,38,7,2021-08-13
3,8804,0,39,5,2019-03-05
8,5335,1,43,8,2016-08-06
5,6052,0,40,8,2023-03-21
7,9429,1,41,8,2018-05-22
6,2184,1,46,8,2014-01-12
1,10114,0,42,8,2020-05-10
9,2456,1,32,7,2013-10-20
5,317,1,41,6,2013-03-10
5,1368,0,40,7,2021-12-16
8,3138,1,37,9,2019-02-16
0,1541,0,38,9,2019-01-12
3,5581,1,43,9,2020-11-14
7,1830,0,40,8,2019-05-21
7,5274,1,47,7,2015-02-06
3,1129,0,39,8,2020-10-05
2,8310,1,31,9,2021-09-12
7,2297,1,42,8,2020-11-29
4,4023,0,41,10,2019-03-13
3,6756,1,35,7,2022-07-19
1,8588,0,34,6,2019-08-05
8,2879,1,39,8,2016-08-15
9,7342,0,43,6,2014-05-12
8,1942,0,38,8,2019-11-28
9,2856,1,37,5,2019-07-01
8,6195,0,43,8,2021-08-09
5,7535,0,42,7,2018-02-20
0,2991,1,49,7,2019-05-18
4,3777,0,43,6,2013-01-06
8,2797,1,30,7,2019-09-08
2,3741,0,34,7,2022-08-29
1,472,0,44,7,2020-04-07
5,1295,0,33,9,2021-03-10
0,6759,0,34,5,2013-10-29
3,45,1,39,8,2022-03-14
9,9031,1,48,7,2014-12-04
7,3711,0,41,9,2015-04-21
3,1280,1,42,6,2023-02-03
8,835,0,44,7,2014-10-09
2,621,0,38,8,2016-02-22
7,3410,0,45,10,2021-08-11
5,1913,0,38,8,2019-02-19
9,5742,0,41,6,2019-12-06
1,7204,0,43,7,2021-05-15
8,9196,0,38,7,2014-09-13
5,9622,0,50,7,2020-08-08
5,10062,1,36,8,2016-06-09
5,2228,0,50,9,2022-07-11
4,4760,1,40,5,2014-05-20
3,198,0,46,7,2022-10-31
9,10130,0,37,5,2017-01-26
2,9131,1,37,6,2015-03-31
1,7815,1,35,8,2019-10-17
0,9665,1,40,5,2020-07-30
6,6726,0,35,9,2013-02-12
9,425,0,38,7,2016-09-03
1,4351,1,45,8,2014-01-11
7,1327,0,37,7,2016-01-19
7,7179,0,39,7,2020-06-04
6,7551,1,35,9,2015-07-05
2,5827,0,44,8,2015-11-12
9,5854,1,40,7,2018-11-15
3,1012,0,46,7,2022-08-01
7,8895,0,40,8,2022-03-09
7,1656,0,36,7,2013-08-20
9,6637,1,38,9,2022-06-11
8,4957,0,41,7,2013-05-04
4,3963,1,48,7,2019-05-08
6,4077,1,41,9,2022-06-08
8,3193,1,44,10,2019-12-29
0,10183,0,42,9,2014-11-20
6,8493,1,34,7,2020-05-26
9,6474,0,40,8,2023-01-25
7,5863,0,42,8,2015-03-01
1,2200,1,40,8,2021-05-17
9,3828,1,42,8,2022-11-12
2,3551,0,42,7,2016-08-11
6,3788,1,37,8,2021-11-22
2,7130,1,45,7,2014-05-07
3,413,0,35,8,2016-04-07
1,1973,0,27,8,2021-05-19
8,1870,0,50,8,2022-02-02
6,6715,1,40,10,2015-06-12
4,3759,0,36,7,2015-03-28
0,6982,1,45,7,2018-10-15
8,2339,1,44,7,2020-08-25
3,2074,0,42,5,2014-01-31
1,6571,0,37,6,2017-01-18
7,9774,0,46,7,2013-12-28
4,8750,1,41,8,2021-01-05
2,474,0,45,10,2021-01-13
0,6492,1,46,6,2014-09-06
2,6270,1,33,9,2021-03-10
5,1648,1,39,8,2021-08-13
7,1822,1,44,8,2014-03-13
3,4723,0,45,8,2016-12-28
8,3974,0,37,9,2019-03-15
7,1645,1,49,8,2013-03-04
5,3137,1,33,9,2022-02-21
2,4071,0,40,8,2014-06-08
0,511,0,47,8,2022-12-19
6,10290,0,42,8,2014-11-27
3,2808,0,40,7,2017-01-13
4,10131,1,45,6,2014-01-02
8,3947,1,29,9,2018-01-01
2,1740,0,33,6,2014-09-24
3,9925,1,39,9,2022-02-02
6,3224,0,38,10,2022-06-18
9,6534,0,42,7,2023-03-11
7,5032,1,41,6,2018-08-30
5,4640,1,37,7,2019-02-21
2,7333,0,42,6,2013-06-26
3,6377,0,41,9,2019-11-11
9,2421,1,39,8,2022-03-28
8,2744,0,48,9,2014-06-24
3,6143,0,34,9,2015-03-21
7,10295,1,35,6,2017-04-16
2,168,1,39,6,2020-07-29
0,8065,1,42,6,2016-03-31
6,1127,0,42,8,2021-11-12
2,3501,0,41,5,2019-11-17
7,6882,0,37,9,2020-03-27
3,1336,1,42,6,2018-07-27
5,9050,0,36,7,2014-12-17
3,1624,0,34,9,2022-02-24
7,9915,0,46,7,2014-01-03
2,7661,0,44,5,2013-04-01
7,6606,0,43,7,2021-03-30
2,7056,0,34,8,2021-08-21
1,5210,1,38,10,2019-07-17
3,2381,0,41,9,2019-12-15
2,5743,1,37,7,2022-02-03
6,5749,1,48,6,2015-02-22
5,6228,0,39,6,2015-10-26
4,4852,0,42,8,2013-10-01
6,7799,1,41,7,2019-01-30
0,4030,0,36,7,2013-05-18
5,3372,0,33,6,2019-04-22
0,3484,1,33,7,2013-06-21
9,3140,0,33,5,2020-01-30
7,1807,0,38,10,2014-08-13
1,1351,0,44,7,2014-08-14
7,9824,1,41,4,2018-07-09
7,636,1,39,8,2018-05-16
7,9789,0,41,5,2018-10-15
0,9330,0,36,8,2019-06-25
4,6860,1,41,8,2016-11-13
7,6298,1,39,8,2013-06-26
0,5884,0,31,10,2018-09-07
6,5427,0,45,8,2021-03-17
8,7184,1,41,8,2022-09-26
9,4662,0,33,6,2016-11-11
7,3383,1,39,4,2014-11-18
3,6726,1,35,7,2016-07-25
7,5179,0,37,8,2018-09-28
1,8019,0,43,6,2021-01-23
6,8641,1,44,9,2018-06-04
9,5013,1,47,7,2017-10-04
